"Rk","Player","Pos","G","Cmp","Att","Cmp.","Yds","TD","TD.","Int","Int.","Y.A","AY.A","Y.C","Y.G","Rate","Awards","Team","Year"
1,"Cam Fancher","QB",13,131,235,55.7,1558,10,4.3,6,2.6,6.6,6.33,11.9,119.8,120.4,NA,"marshall",2022
2,"Henry Colombi","QB",7,94,128,73.4,938,6,4.7,4,3.1,7.3,6.86,10,134,144.2,NA,"marshall",2022
3,"Peter Zamora","QB",1,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"marshall",2022
1,"Taulia Tagovailoa","QB",12,262,391,67,3008,18,4.6,8,2,7.7,7.69,11.5,250.7,142.7,NA,"maryland",2022
2,"Billy Edwards Jr.","QB",7,28,46,60.9,313,3,6.5,0,0,6.8,8.11,11.2,44.7,139.5,NA,"maryland",2022
3,"Eric Najarian","QB",3,4,9,44.4,62,0,0,0,0,6.9,6.89,15.5,20.7,102.3,NA,"maryland",2022
1,"Brady Olson","QB",9,77,153,50.3,791,2,1.3,8,5.2,5.2,3.08,10.3,87.9,87.6,NA,"massachusetts",2022
2,"Garrett Dzuro","QB",5,22,36,61.1,311,1,2.8,0,0,8.6,9.19,14.1,62.2,142.8,NA,"massachusetts",2022
3,"Gino Campiotti","QB",10,33,74,44.6,257,1,1.4,6,8.1,3.5,0.09,7.8,25.7,62,NA,"massachusetts",2022
4,"Zamar Wise","QB",3,4,12,33.3,44,0,0,0,0,3.7,3.67,11,14.7,64.1,NA,"massachusetts",2022
5,"George Johnson","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"massachusetts",2022
6,"Isaac Ross","WR",10,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"massachusetts",2022
1,"Seth Henigan","QB",13,285,445,64,3559,22,4.9,8,1.8,8,8.18,12.5,273.8,143.9,NA,"memphis",2022
2,"Gabriel Rogers","WR",13,1,3,33.3,41,1,33.3,0,0,13.7,20.33,41,3.2,258.1,NA,"memphis",2022
3,"Ryan Glover","QB",4,4,5,80,29,0,0,0,0,5.8,5.8,7.3,7.3,128.7,NA,"memphis",2022
1,"Tyler Van Dyke","QB",9,160,253,63.2,1835,10,4,5,2,7.3,7.15,11.5,203.9,133.3,NA,"miami-fl",2022
2,"Jake Garcia","QB",8,68,115,59.1,803,5,4.3,4,3.5,7,6.29,11.8,100.4,125.2,NA,"miami-fl",2022
3,"Jacurri Brown","QB",8,27,45,60,230,3,6.7,3,6.7,5.1,3.44,8.5,28.8,111.6,NA,"miami-fl",2022
1,"Aveon Smith","QB",10,108,217,49.8,1299,11,5.1,5,2.3,6,5.96,12,129.9,112.2,NA,"miami-oh",2022
2,"Brett Gabbert","QB",4,74,115,64.3,816,4,3.5,0,0,7.1,7.79,11,204,135.4,NA,"miami-oh",2022
3,"Henry Hesson","QB",2,2,5,40,37,0,0,0,0,7.4,7.4,18.5,18.5,102.2,NA,"miami-oh",2022
1,"Payton Thorne","QB",12,242,387,62.5,2679,19,4.9,11,2.8,6.9,6.63,11.1,223.3,131.2,"","michigan-state",2022
2,"Noah Kim","QB",5,14,19,73.7,174,3,15.8,0,0,9.2,12.32,12.4,34.8,202.7,"","michigan-state",2022
3,"Jayden Reed","WR",11,1,1,100,25,1,100,0,0,25,45,25,2.3,640,"","michigan-state",2022
4,"Katin Houser","QB",2,1,2,50,2,0,0,0,0,1,1,2,1,58.4,"","michigan-state",2022
5,"Bryce Baringer","P",12,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,"AA","michigan-state",2022
1,"J.J. McCarthy","QB",14,208,322,64.6,2719,22,6.8,5,1.6,8.4,9.11,13.1,194.2,155,NA,"michigan",2022
2,"Cade McNamara","QB",3,14,25,56,180,1,4,1,4,7.2,6.2,12.9,60,121.7,NA,"michigan",2022
3,"Davis Warren","QB",5,5,9,55.6,89,0,0,0,0,9.9,9.89,17.8,17.8,138.6,NA,"michigan",2022
4,"Alan Bowman","QB",4,6,7,85.7,60,1,14.3,0,0,8.6,11.43,10,15,204.9,NA,"michigan",2022
5,"Kalel Mullings","LB",12,1,1,100,15,0,0,0,0,15,15,15,1.3,226,NA,"michigan",2022
6,"Brandon Mann","QB",1,1,1,100,7,0,0,0,0,7,7,7,7,158.8,NA,"michigan",2022
7,"Alex Orji","QB",3,1,1,100,5,0,0,0,0,5,5,5,1.7,142,NA,"michigan",2022
8,"Andy Maddox","QB",1,1,1,100,4,0,0,0,0,4,4,4,4,133.6,NA,"michigan",2022
9,"Ronnie Bell","WR",14,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"michigan",2022
10,"Donovan Edwards","RB",11,1,1,100,-1,0,0,0,0,-1,-1,-1,-0.1,91.6,NA,"michigan",2022
1,"Chase Cunningham","QB",12,309,463,66.7,3156,21,4.5,10,2.2,6.8,6.75,10.2,263,134.6,NA,"middle-tennessee-state",2022
2,"Nicholas Vattiato","QB",2,30,46,65.2,293,0,0,1,2.2,6.4,5.39,9.8,146.5,114.4,NA,"middle-tennessee-state",2022
3,"Preston Rice","QB",3,1,1,100,-3,0,0,0,0,-3,-3,-3,-1,74.8,NA,"middle-tennessee-state",2022
4,"Stone Frost","QB",1,1,1,100,-4,0,0,0,0,-4,-4,-4,-4,66.4,NA,"middle-tennessee-state",2022
1,"Tanner Morgan","QB",9,107,160,66.9,1382,9,5.6,5,3.1,8.6,8.36,12.9,153.6,151.7,NA,"minnesota",2022
2,"Athan Kaliakmanis","QB",11,60,111,54.1,946,3,2.7,4,3.6,8.5,7.44,15.8,86,127.4,NA,"minnesota",2022
3,"Cole Kramer","QB",8,5,8,62.5,41,0,0,0,0,5.1,5.13,8.2,5.1,105.6,NA,"minnesota",2022
1,"Will Rogers","QB",13,415,610,68,3974,35,5.7,8,1.3,6.5,7.07,9.6,305.7,139.1,NA,"mississippi-state",2022
2,"Chance Lovertich","QB",1,6,6,100,36,1,16.7,0,0,6,9.33,6,36,205.4,NA,"mississippi-state",2022
3,"Sawyer Robertson","QB",5,6,11,54.5,23,0,0,1,9.1,2.1,-2,3.8,4.6,53.9,NA,"mississippi-state",2022
4,"Jaden Walley","WR",13,1,1,100,13,0,0,0,0,13,13,13,1,209.2,NA,"mississippi-state",2022
1,"Jaxson Dart","QB",13,226,362,62.4,2974,20,5.5,11,3,8.2,7.95,13.2,228.8,143.6,NA,"mississippi",2022
2,"Luke Altmyer","QB",4,8,17,47.1,125,2,11.8,1,5.9,7.4,7.06,15.6,31.3,135.9,NA,"mississippi",2022
3,"Kinkead Dent","QB",13,3,5,60,7,0,0,0,0,1.4,1.4,2.3,0.5,71.8,NA,"mississippi",2022
4,"Quinshon Judkins","RB",13,1,1,100,7,0,0,0,0,7,7,7,0.5,158.8,NA,"mississippi",2022
5,"Jordan Watkins","WR",13,1,1,100,4,0,0,0,0,4,4,4,0.3,133.6,NA,"mississippi",2022
6,"Dayton Wade","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"mississippi",2022
1,"Brady Cook","QB",13,248,383,64.8,2739,14,3.7,7,1.8,7.2,7.06,11,210.7,133.2,NA,"missouri",2022
2,"Jack Abraham","QB",5,3,8,37.5,44,0,0,2,25,5.5,-5.75,14.7,8.8,33.7,NA,"missouri",2022
3,"Sam Horn","QB",1,0,2,0,0,0,0,0,0,0,0,NA,0,0,NA,"missouri",2022
1,"Tai Lavatai","QB",8,42,91,46.2,785,5,5.5,3,3.3,8.6,8.24,18.7,98.1,130.2,NA,"navy",2022
2,"Maasai Maynor","QB",3,7,14,50,132,1,7.1,0,0,9.4,10.86,18.9,44,152.8,NA,"navy",2022
3,"Xavier Arline","QB",9,4,11,36.4,85,2,18.2,1,9.1,7.7,7.27,21.3,9.4,143.1,NA,"navy",2022
4,"Kai Puailoa-Rojas","RB",12,1,2,50,26,1,50,1,50,13,0.5,26,2.2,224.2,NA,"navy",2022
5,"Maquel Haywood","RB",12,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,NA,"navy",2022
1,"Casey Thompson","QB",10,173,274,63.1,2407,17,6.2,10,3.6,8.8,8.38,13.9,240.7,150.1,NA,"nebraska",2022
2,"Chubba Purdy","QB",6,22,48,45.8,147,0,0,3,6.3,3.1,0.25,6.7,24.5,59.1,NA,"nebraska",2022
3,"Logan Smothers","QB",5,10,18,55.6,96,0,0,0,0,5.3,5.33,9.6,19.2,100.4,NA,"nebraska",2022
1,"Doug Brumfield","QB",10,164,254,64.6,1898,10,3.9,5,2,7.5,7.37,11.6,189.8,136.4,NA,"nevada-las-vegas",2022
2,"Cameron Friel","QB",4,33,49,67.3,364,3,6.1,1,2,7.4,7.73,11,91,145.9,NA,"nevada-las-vegas",2022
3,"Harrison Bailey","QB",6,30,58,51.7,318,2,3.4,1,1.7,5.5,5.4,10.6,53,105.7,NA,"nevada-las-vegas",2022
1,"Nate Cox","QB",12,133,251,53,1466,5,2,5,2,5.8,5.34,11,122.2,104.6,NA,"nevada",2022
2,"Shane Illingworth","QB",6,84,145,57.9,761,2,1.4,3,2.1,5.2,4.59,9.1,126.8,102.4,NA,"nevada",2022
3,"Toa Taua","RB",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"nevada",2022
1,"Diego Pavia","QB",12,101,190,53.2,1450,13,6.8,6,3.2,7.6,7.58,14.4,120.8,133.5,NA,"new-mexico-state",2022
2,"Gavin Frakes","QB",11,55,110,50,736,4,3.6,7,6.4,6.7,4.55,13.4,66.9,105.5,NA,"new-mexico-state",2022
3,"Weston Eget","QB",5,3,4,75,13,1,25,0,0,3.3,8.25,4.3,2.6,184.8,NA,"new-mexico-state",2022
1,"Miles Kendrick","QB",8,84,143,58.7,863,3,2.1,7,4.9,6,4.25,10.3,107.9,106.6,NA,"new-mexico",2022
2,"Justin Holaday","QB",5,26,59,44.1,222,0,0,1,1.7,3.8,3,8.5,44.4,72.3,NA,"new-mexico",2022
3,"CJ Montes","QB",4,27,51,52.9,174,0,0,1,2,3.4,2.53,6.4,43.5,77.7,NA,"new-mexico",2022
4,"Trae Hall","WR",10,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"new-mexico",2022
1,"Devin Leary","QB",6,118,193,61.1,1265,11,5.7,4,2.1,6.6,6.76,10.7,210.8,130.9,NA,"north-carolina-state",2022
2,"Ben Finley","QB",3,65,123,52.8,741,3,2.4,3,2.4,6,5.41,11.4,247,106.6,NA,"north-carolina-state",2022
3,"MJ Morris","QB",5,52,86,60.5,648,7,8.1,1,1.2,7.5,8.64,12.5,129.6,148.3,NA,"north-carolina-state",2022
4,"Jack Chambers","QB",9,32,64,50,252,1,1.6,0,0,3.9,4.25,7.9,28,88.2,NA,"north-carolina-state",2022
5,"Thayer Thomas","WR",13,2,2,100,33,1,50,0,0,16.5,26.5,16.5,2.5,403.6,NA,"north-carolina-state",2022
6,"Demarcus Jones","RB",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"north-carolina-state",2022
1,"Drake Maye","QB",14,342,517,66.2,4321,38,7.4,7,1.4,8.4,9.22,12.6,308.6,157.9,"H-10","north-carolina",2022
2,"Jacolby Criswell","QB",4,2,6,33.3,9,0,0,0,0,1.5,1.5,4.5,2.3,45.9,"","north-carolina",2022
3,"Kobe Paysour","WR",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,"","north-carolina",2022
1,"Austin Aune","QB",14,232,411,56.4,3547,33,8,15,3.6,8.6,8.59,15.3,253.4,148.1,NA,"north-texas",2022
2,"Grant Gunnell","QB",2,4,9,44.4,75,0,0,1,11.1,8.3,3.33,18.8,37.5,92.2,NA,"north-texas",2022
3,"Stone Earle","QB",4,5,8,62.5,45,1,12.5,0,0,5.6,8.13,9,11.3,151,NA,"north-texas",2022
4,"Damon Ward","WR",14,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"north-texas",2022
5,"Kaylon Horton","WR",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"north-texas",2022
1,"Ethan Hampton","QB",4,72,122,59,798,7,5.7,6,4.9,6.5,5.48,11.1,199.5,123.1,NA,"northern-illinois",2022
2,"Rocky Lombardi","QB",4,50,75,66.7,645,5,6.7,1,1.3,8.6,9.33,12.9,161.3,158.2,NA,"northern-illinois",2022
3,"Nevan Cremascoli","QB",4,49,102,48,600,5,4.9,7,6.9,5.9,3.77,12.2,150,99.9,NA,"northern-illinois",2022
4,"Justin Lynch","QB",9,13,28,46.4,146,0,0,0,0,5.2,5.21,11.2,16.2,90.2,NA,"northern-illinois",2022
5,"Shermar Thornton","WR",10,1,1,100,3,1,100,0,0,3,23,3,0.3,455.2,NA,"northern-illinois",2022
1,"Ryan Hilinski","QB",8,144,258,55.8,1644,6,2.3,7,2.7,6.4,5.62,11.4,205.5,111.6,NA,"northwestern",2022
2,"Brendan Sullivan","QB",5,71,96,74,589,4,4.2,3,3.1,6.1,5.56,8.3,117.8,133,NA,"northwestern",2022
3,"Cole Freeman","QB",3,22,45,48.9,178,0,0,5,11.1,4,-1.04,8.1,59.3,59.9,NA,"northwestern",2022
4,"Jack Lausch","QB",1,4,8,50,68,0,0,1,12.5,8.5,2.88,17,68,96.4,NA,"northwestern",2022
5,"Carl Richardson","QB",2,3,9,33.3,39,0,0,1,11.1,4.3,-0.67,13,19.5,47.5,NA,"northwestern",2022
6,"Malik Washington","WR",12,1,1,100,6,0,0,0,0,6,6,6,0.5,150.4,NA,"northwestern",2022
1,"Drew Pyne","QB",11,164,254,64.6,2021,22,8.7,6,2.4,8,8.63,12.3,183.7,155.3,NA,"notre-dame",2022
2,"Tyler Buchner","QB",3,46,83,55.4,651,3,3.6,5,6,7.8,5.86,14.2,217,121.2,NA,"notre-dame",2022
3,"Davis Sherwood","TE",13,1,1,100,20,0,0,0,0,20,20,20,1.5,268,NA,"notre-dame",2022
1,"C.J. Stroud","QB",13,258,389,66.3,3688,41,10.5,6,1.5,9.5,10.89,14.3,283.7,177.7,"H-3","ohio-state",2022
2,"Kyle McCord","QB",7,16,20,80,190,1,5,0,0,9.5,10.5,11.9,27.1,176.3,"","ohio-state",2022
1,"Kurtis Rourke","QB",11,244,353,69.1,3257,25,7.1,4,1.1,9.2,10.13,13.3,296.1,167.7,NA,"ohio",2022
2,"CJ Harris","QB",7,52,97,53.6,577,3,3.1,1,1,5.9,6.1,11.1,82.4,111.7,NA,"ohio",2022
3,"Parker Navarro","QB",2,5,12,41.7,43,0,0,0,0,3.6,3.58,8.6,21.5,71.8,NA,"ohio",2022
4,"Jacoby Jones","WR",14,1,2,50,17,0,0,0,0,8.5,8.5,17,1.2,121.4,NA,"ohio",2022
1,"Spencer Sanders","QB",10,212,368,57.6,2642,17,4.6,9,2.4,7.2,7,12.5,264.2,128.3,NA,"oklahoma-state",2022
2,"Garret Rangel","QB",4,59,115,51.3,711,4,3.5,5,4.3,6.2,4.92,12.1,177.8,106,NA,"oklahoma-state",2022
3,"Gunnar Gundy","QB",4,19,39,48.7,247,3,7.7,4,10.3,6.3,3.26,13,61.8,106.8,NA,"oklahoma-state",2022
4,"John Paul Richardson","WR",13,1,1,100,32,0,0,0,0,32,32,32,2.5,368.8,NA,"oklahoma-state",2022
5,"Jaden Nixon","RB",13,1,1,100,2,0,0,0,0,2,2,2,0.2,116.8,NA,"oklahoma-state",2022
1,"Dillon Gabriel","QB",12,230,367,62.7,3168,25,6.8,6,1.6,8.6,9.26,13.8,264,154.4,NA,"oklahoma",2022
2,"Davis Beville","QB",5,15,30,50,102,0,0,1,3.3,3.4,1.9,6.8,20.4,71.9,NA,"oklahoma",2022
3,"Brayden Willis","TE",13,1,1,100,24,1,100,0,0,24,44,24,1.8,631.6,NA,"oklahoma",2022
4,"Drake Stoops","WR",13,1,1,100,13,0,0,0,0,13,13,13,1,209.2,NA,"oklahoma",2022
5,"Michael Turk","P",13,2,3,66.7,5,1,33.3,0,0,1.7,8.33,2.5,0.4,190.7,NA,"oklahoma",2022
6,"Eric Gray","RB",12,1,2,50,0,0,0,1,50,0,-22.5,0,0,-50,NA,"oklahoma",2022
7,"Nick Evers","QB",1,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"oklahoma",2022
8,"Marcus Major","RB",9,1,1,100,-2,0,0,0,0,-2,-2,-2,-0.2,83.2,NA,"oklahoma",2022
1,"Hayden Wolff","QB",12,234,413,56.7,2908,18,4.4,6,1.5,7,7.26,12.4,242.3,127.3,NA,"old-dominion",2022
2,"Brendon Clark","QB",2,2,4,50,37,0,0,1,25,9.3,-2,18.5,18.5,77.7,NA,"old-dominion",2022
3,"D.J. Mack Jr.","QB",5,1,3,33.3,21,1,33.3,0,0,7,13.67,21,4.2,202.1,NA,"old-dominion",2022
1,"Ben Gulbranson","QB",10,121,194,62.4,1455,9,4.6,5,2.6,7.5,7.27,12,145.5,135.5,NA,"oregon-state",2022
2,"Chance Nolan","QB",5,66,111,59.5,939,7,6.3,8,7.2,8.5,6.48,14.2,187.8,136.9,NA,"oregon-state",2022
3,"Tristan Gebbia","QB",4,10,11,90.9,79,0,0,0,0,7.2,7.18,7.9,19.8,151.2,NA,"oregon-state",2022
4,"Jack Colletto","LB",12,2,2,100,53,0,0,0,0,26.5,26.5,26.5,4.4,322.6,NA,"oregon-state",2022
5,"John Dunmore","WR",13,1,1,100,41,0,0,0,0,41,41,41,3.2,444.4,NA,"oregon-state",2022
6,"Tyjon Lindsey","WR",13,1,2,50,27,0,0,0,0,13.5,13.5,27,2.1,163.4,NA,"oregon-state",2022
7,"Jamious Griffin","RB",12,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"oregon-state",2022
1,"Bo Nix","QB",13,294,409,71.9,3593,29,7.1,7,1.7,8.8,9.43,12.2,276.4,165.7,NA,"oregon",2022
2,"Ty Thompson","QB",7,11,20,55,72,0,0,2,10,3.6,-0.9,6.5,10.3,65.2,NA,"oregon",2022
3,"Bucky Irving","RB",13,2,2,100,36,1,50,0,0,18,28,18,2.8,416.2,NA,"oregon",2022
4,"Jay Butterfield","QB",1,1,1,100,1,0,0,0,0,1,1,1,1,108.4,NA,"oregon",2022
1,"Sean Clifford","QB",13,226,351,64.4,2822,24,6.8,7,2,8,8.51,12.5,217.1,150.5,NA,"penn-state",2022
2,"Drew Allar","QB",10,35,60,58.3,344,4,6.7,0,0,5.7,7.07,9.8,34.4,128.5,NA,"penn-state",2022
3,"Keandre Lambert-Smith","WR",13,2,2,100,73,1,50,0,0,36.5,46.5,36.5,5.6,571.6,NA,"penn-state",2022
4,"Christian Veilleux","QB",3,7,9,77.8,44,0,0,0,0,4.9,4.89,6.3,14.7,118.8,NA,"penn-state",2022
1,"Kedon Slovis","QB",11,184,315,58.4,2397,10,3.2,9,2.9,7.6,6.96,13,217.9,127.1,NA,"pittsburgh",2022
2,"Nick Patti","QB",3,29,61,47.5,304,2,3.3,1,1.6,5,4.9,10.5,101.3,96.9,NA,"pittsburgh",2022
3,"Nate Yarnell","QB",2,10,14,71.4,195,1,7.1,0,0,13.9,15.36,19.5,97.5,212,NA,"pittsburgh",2022
4,"Jared Wayne","WR",12,0,1,0,0,0,0,1,100,0,-45,NA,0,-200,NA,"pittsburgh",2022
1,"Aidan O'Connell","QB",12,320,499,64.1,3490,22,4.4,13,2.6,7,6.7,10.9,290.8,132.2,NA,"purdue",2022
2,"Austin Burton","QB",6,36,56,64.3,273,3,5.4,2,3.6,4.9,4.34,7.6,45.5,115.8,NA,"purdue",2022
3,"Michael Alaimo","QB",3,9,18,50,74,1,5.6,1,5.6,4.1,2.72,8.2,24.7,91.8,NA,"purdue",2022
4,"Jack Albers","QB",14,2,6,33.3,32,0,0,1,16.7,5.3,-2.17,16,2.3,44.8,NA,"purdue",2022
5,"Abdur-Rahmaan Yaseen","WR",8,1,1,100,26,0,0,0,0,26,26,26,3.3,318.4,NA,"purdue",2022
6,"Brady Allen","QB",1,1,3,33.3,8,0,0,0,0,2.7,2.67,8,8,55.7,NA,"purdue",2022
1,"TJ Mcmahon","QB",10,160,266,60.2,2102,18,6.8,14,5.3,7.9,6.89,13.1,210.2,138.3,NA,"rice",2022
2,"AJ Padgett","QB",3,39,77,50.6,634,5,6.5,1,1.3,8.2,8.95,16.3,211.3,138.6,NA,"rice",2022
3,"Shawqi Itraish","QB",5,22,41,53.7,197,0,0,4,9.8,4.8,0.41,9,39.4,74.5,NA,"rice",2022
4,"Wiley Green","QB",2,12,18,66.7,95,0,0,1,5.6,5.3,2.78,7.9,47.5,99.9,NA,"rice",2022
1,"Evan Simon","QB",9,79,137,57.7,777,4,2.9,6,4.4,5.7,4.28,9.8,86.3,106.2,NA,"rutgers",2022
2,"Gavin Wimsatt","QB",8,65,145,44.8,757,5,3.4,7,4.8,5.2,3.74,11.6,94.6,90.4,NA,"rutgers",2022
3,"Noah Vedral","QB",4,21,46,45.7,264,1,2.2,1,2.2,5.7,5.2,12.6,66,96.7,NA,"rutgers",2022
4,"Johnny Langan","TE",12,2,3,66.7,43,1,33.3,0,0,14.3,21,21.5,3.6,297.1,NA,"rutgers",2022
5,"Aron Cruickshank","WR",12,1,1,100,6,0,0,0,0,6,6,6,0.5,150.4,NA,"rutgers",2022
1,"Jalen Mayden","QB",13,141,237,59.5,2030,12,5.1,10,4.2,8.6,7.68,14.4,156.2,139.7,NA,"san-diego-state",2022
2,"Braxton Burmeister","QB",9,36,72,50,263,2,2.8,3,4.2,3.7,2.33,7.3,29.2,81.5,NA,"san-diego-state",2022
3,"Kyle Crum","QB",3,5,17,29.4,53,1,5.9,1,5.9,3.1,1.65,10.6,17.7,63.2,NA,"san-diego-state",2022
4,"Will Haskell","QB",3,3,7,42.9,12,0,0,0,0,1.7,1.71,4,4,57.3,NA,"san-diego-state",2022
5,"Lui Aumavae","QB",2,1,8,12.5,2,0,0,0,0,0.3,0.25,2,1,14.6,NA,"san-diego-state",2022
6,"Jordan Byrd","RB",13,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"san-diego-state",2022
1,"Chevan Cordeiro","QB",12,259,427,60.7,3251,23,5.4,6,1.4,7.6,8.06,12.6,270.9,139.6,NA,"san-jose-state",2022
2,"Elijah Cooks","WR",12,1,2,50,19,0,0,1,50,9.5,-13,19,1.6,29.8,NA,"san-jose-state",2022
3,"Walker Eget","QB",3,0,1,0,0,0,0,0,0,0,0,NA,0,0,NA,"san-jose-state",2022
1,"Carter Bradley","QB",13,275,425,64.7,3335,28,6.6,12,2.8,7.8,7.89,12.1,256.5,146.7,NA,"south-alabama",2022
2,"Desmond Trotter","QB",5,15,20,75,144,0,0,0,0,7.2,7.2,9.6,28.8,135.5,NA,"south-alabama",2022
1,"Spencer Rattler","QB",13,264,399,66.2,3026,18,4.5,12,3,7.6,7.13,11.5,232.8,138.7,NA,"south-carolina",2022
2,"Luke Doty","QB",5,10,14,71.4,146,2,14.3,2,14.3,10.4,6.86,14.6,29.2,177.6,NA,"south-carolina",2022
3,"Kai Kroeger","P",13,4,4,100,107,2,50,0,0,26.8,36.75,26.8,8.2,489.7,NA,"south-carolina",2022
4,"Dakereon Joyner","RB",13,3,3,100,101,1,33.3,0,0,33.7,40.33,33.7,7.8,492.8,NA,"south-carolina",2022
1,"Gerry Bohanon","QB",7,91,160,56.9,1070,6,3.8,6,3.8,6.7,5.75,11.8,152.9,117.9,NA,"south-florida",2022
2,"Katravis Marsh","QB",6,58,113,51.3,827,7,6.2,2,1.8,7.3,7.76,14.3,137.8,129.7,NA,"south-florida",2022
3,"Byrum Brown","QB",4,36,50,72,404,5,10,1,2,8.1,9.18,11.2,101,168.9,NA,"south-florida",2022
4,"Michel Dukes","RB",11,3,3,100,14,0,0,0,0,4.7,4.67,4.7,1.3,139.2,NA,"south-florida",2022
1,"Caleb Williams","QB",14,333,500,66.6,4537,42,8.4,5,1,9.1,10.3,13.6,324.1,168.5,"H-1,Maxwell,AA,Camp","southern-california",2022
2,"Miller Moss","QB",5,12,14,85.7,159,1,7.1,0,0,11.4,12.79,13.3,31.8,204.7,"","southern-california",2022
1,"Tanner Mordecai","QB",12,288,443,65,3524,33,7.4,10,2.3,8,8.43,12.2,293.7,151.9,NA,"southern-methodist",2022
2,"Preston Stone","QB",6,28,48,58.3,388,2,4.2,1,2.1,8.1,7.98,13.9,64.7,135.8,NA,"southern-methodist",2022
3,"Kevin Jennings","QB",4,17,22,77.3,205,1,4.5,0,0,9.3,10.23,12.1,51.3,170.5,NA,"southern-methodist",2022
1,"Zach Wilcke","QB",8,101,176,57.4,1163,9,5.1,9,5.1,6.6,5.33,11.5,145.4,119.5,NA,"southern-mississippi",2022
2,"Trey Lowe III","QB",7,62,119,52.1,965,5,4.2,2,1.7,8.1,8.19,15.6,137.9,130.7,NA,"southern-mississippi",2022
3,"Ty Keyes","QB",3,10,17,58.8,281,3,17.6,2,11.8,16.5,14.76,28.1,93.7,232.4,NA,"southern-mississippi",2022
4,"Frank Gore Jr.","RB",13,7,14,50,179,3,21.4,0,0,12.8,17.07,25.6,13.8,228.1,NA,"southern-mississippi",2022
5,"Jake Lange","QB",12,11,21,52.4,110,0,0,1,4.8,5.2,3.1,10,9.2,86.9,NA,"southern-mississippi",2022
1,"Tanner McKee","QB",12,264,426,62,2947,13,3.1,8,1.9,6.9,6.68,11.2,245.6,126.4,NA,"stanford",2022
2,"Ari Patu","QB",4,6,9,66.7,65,2,22.2,0,0,7.2,11.67,10.8,16.3,200.7,NA,"stanford",2022
3,"Ashton Daniels","QB",10,5,6,83.3,39,0,0,0,0,6.5,6.5,7.8,3.9,137.9,NA,"stanford",2022
1,"Garrett Shrader","QB",12,205,317,64.7,2640,17,5.4,7,2.2,8.3,8.41,12.9,220,147.9,NA,"syracuse",2022
2,"Carlos Del Rio-Wilson","QB",7,22,51,43.1,342,1,2,2,3.9,6.7,5.33,15.5,48.9,98.1,NA,"syracuse",2022
3,"LeQuint Allen","RB",13,1,2,50,33,1,50,0,0,16.5,26.5,33,2.5,353.6,NA,"syracuse",2022
1,"E.J. Warner","QB",11,268,443,60.5,3028,18,4.1,12,2.7,6.8,6.43,11.3,275.3,125.9,NA,"temple",2022
2,"D'Wan Mathis","WR",9,14,30,46.7,125,0,0,0,0,4.2,4.17,8.9,13.9,81.7,NA,"temple",2022
3,"Quincy Patterson","QB",6,6,11,54.5,64,0,0,0,0,5.8,5.82,10.7,10.7,103.4,NA,"temple",2022
1,"Hendon Hooker","QB",11,229,329,69.6,3135,27,8.2,2,0.6,9.5,10.9,13.7,285,175.5,"H-5","tennessee",2022
2,"Joe Milton","QB",9,53,82,64.6,971,10,12.2,0,0,11.8,14.28,18.3,107.9,204.3,"","tennessee",2022
3,"Princeton Fant","TE",13,1,1,100,66,1,100,0,0,66,86,66,5.1,984.4,"","tennessee",2022
4,"Tayven Jackson","QB",3,3,4,75,37,0,0,0,0,9.3,9.25,12.3,12.3,152.7,"","tennessee",2022
5,"Gaston Moore","QB",3,4,5,80,30,0,0,1,20,6,-3,7.5,10,90.4,"","tennessee",2022
1,"Haynes King","QB",6,104,187,55.6,1220,7,3.7,6,3.2,6.5,5.83,11.7,203.3,116.4,NA,"texas-am",2022
2,"Conner Weigman","QB",5,73,132,55.3,896,8,6.1,0,0,6.8,8,12.3,179.2,132.3,NA,"texas-am",2022
3,"Max Johnson","QB",4,43,71,60.6,517,3,4.2,0,0,7.3,8.13,12,129.3,135.7,NA,"texas-am",2022
1,"Max Duggan","QB",15,267,419,63.7,3698,32,7.6,8,1.9,8.8,9.49,13.9,246.5,159.2,"H-2","texas-christian",2022
2,"Chandler Morris","QB",4,18,27,66.7,145,1,3.7,0,0,5.4,6.11,8.1,36.3,124,"","texas-christian",2022
3,"Sam Jackson","QB",5,5,5,100,63,0,0,0,0,12.6,12.6,12.6,12.6,205.8,"","texas-christian",2022
